,title,vote_count,vote_average,genres,popularity,imdb_id
6645,Beethoven's 2nd,175.0,5.0,"['Family', 'Comedy']",5.886769,tt0106375
6647,Boyz n the Hood,377.0,7.4,"['Crime', 'Drama']",6.866505999999999,tt0101507
6648,Bugsy,83.0,6.0,"['Drama', 'Crime']",5.516316000000001,tt0101516
6649,Bugsy Malone,71.0,6.5,"['Drama', 'Action', 'Comedy', 'Music', 'Family']",5.348193,tt0074256
6651,Cobra,402.0,5.6,"['Action', 'Crime', 'Thriller']",6.892828999999999,tt0090859
6652,Common Wealth,57.0,6.9,"['Comedy', 'Horror']",3.6939660000000005,tt0255067
6654,Phenomena,146.0,6.7,"['Horror', 'Thriller']",5.621519,tt0087909
6656,Crying Freeman,69.0,6.3,"['Action', 'Crime']",7.603066,tt0112750
6658,The Meaning of Life,506.0,7.2,['Comedy'],11.085432,tt0085959
6659,Where Eagles Dare,233.0,7.4,"['Adventure', 'Drama', 'Action', 'History', 'War']",12.088407,tt0065207
6660,Tightrope,85.0,6.1,"['Mystery', 'Thriller', 'Crime', 'Drama']",8.991304,tt0088272
6661,Sleeping with the Enemy,228.0,6.1,"['Drama', 'Crime', 'Thriller']",8.560694,tt0102945
6663,The Rookie,134.0,5.6,"['Action', 'Crime', 'Drama', 'Thriller']",8.110591000000001,tt0100514
6666,Into the Night,59.0,6.4,"['Comedy', 'Drama', 'Thriller']",5.709878,tt0089346
6667,Three O'Clock High,64.0,6.6,['Comedy'],3.5520050000000003,tt0094138
6668,White Hunter Black Heart,58.0,6.5,"['Adventure', 'Drama', 'Action']",3.82281,tt0100928
6669,Come and See,174.0,8.1,"['Drama', 'History', 'War']",12.643241999999999,tt0091251
6671,Ginger Snaps,211.0,6.6,"['Drama', 'Horror']",5.603312,tt0210070
6683,Regarding Henry,152.0,6.6,['Drama'],6.9727369999999995,tt0102768
6703,In Cold Blood,83.0,7.4,"['Crime', 'Drama']",8.592792,tt0061809
6707,Yankee Doodle Dandy,57.0,7.4,"['Drama', 'Music']",3.6582739999999996,tt0035575
6708,Ninja Scroll,126.0,7.4,"['Action', 'Animation', 'Fantasy']",7.634365,tt0107692
6709,Knife in the Water,73.0,7.1,['Drama'],9.474616000000001,tt0056291
6713,Out of Time,305.0,6.1,"['Thriller', 'Crime', 'Drama']",10.738888000000001,tt0313443
6714,School of Rock,1454.0,6.8,"['Comedy', 'Music']",17.951420000000002,tt0332379
6718,The Station Agent,213.0,7.4,"['Drama', 'Comedy']",5.85469,tt0340377
6719,Wonderland,73.0,6.2,"['Crime', 'Drama', 'Mystery', 'Thriller']",8.062123,tt0335563
6721,Mystic River,1473.0,7.6,"['Thriller', 'Crime', 'Drama', 'Mystery']",12.602438000000001,tt0327056
6723,House of the Dead,106.0,2.8,"['Horror', 'Action', 'Thriller']",5.701278,tt0317676
6724,Intolerable Cruelty,400.0,5.8,"['Crime', 'Comedy', 'Romance']",13.469862,tt0138524
6725,Kill Bill: Vol. 1,5091.0,7.7,"['Action', 'Crime']",25.261865,tt0266697
6730,Runaway Jury,354.0,6.9,"['Drama', 'Thriller']",8.810961,tt0313542
6731,The Texas Chainsaw Massacre,670.0,6.1,['Horror'],7.810067999999999,tt0324216
6732,Pieces of April,64.0,6.4,"['Comedy', 'Drama']",4.19275,tt0311648
6735,Veronica Guerin,61.0,6.8,"['Drama', 'Crime', 'Thriller']",9.548519,tt0312549
6736,In the Cut,93.0,4.7,"['Mystery', 'Thriller']",5.799628,tt0199626
6737,Beyond Borders,113.0,6.7,"['Drama', 'Romance', 'Adventure', 'War']",8.940335000000001,tt0294357
6738,Radio,146.0,6.8,['Drama'],5.81647,tt0316465
6739,Scary Movie 3,948.0,5.8,['Comedy'],11.142209,tt0306047
6740,Brother Bear,1410.0,6.9,"['Adventure', 'Animation', 'Family']",12.300905,tt0328880
6741,Elephant,410.0,7.0,"['Drama', 'Crime']",6.447312,tt0363589
6744,The Italian Job,202.0,7.1,"['Action', 'Crime', 'Comedy', 'Thriller']",9.371815,tt0064505
6753,Interstate 60,136.0,7.1,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery']",7.335241000000001,tt0165832
6759,The Eye,108.0,6.4,['Horror'],4.827322000000001,tt0325655
6770,Le Cercle Rouge,116.0,7.6,"['Drama', 'Thriller', 'Crime']",6.616907,tt0065531
6776,The Human Stain,124.0,6.1,"['Drama', 'Thriller', 'Romance']",8.408429,tt0308383
6781,Shattered Glass,114.0,6.6,"['Drama', 'History']",6.0872,tt0323944
6783,The Matrix Revolutions,3155.0,6.4,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",15.368205,tt0242653
6785,Elf,1007.0,6.4,"['Comedy', 'Family', 'Fantasy']",8.754132,tt0319343
6791,Love Actually,1917.0,7.0,"['Comedy', 'Romance', 'Drama']",10.586815,tt0314331
6793,Father of the Bride,355.0,6.2,"['Comedy', 'Romance']",5.490622,tt0101862
6795,Looney Tunes: Back in Action,302.0,5.6,"['Animation', 'Comedy', 'Family']",13.666488000000001,tt0318155
6796,Master and Commander: The Far Side of the World,808.0,6.9,['Adventure'],8.693298,tt0311113
6799,The Missing,162.0,6.1,"['Thriller', 'Western', 'Adventure']",8.975439,tt0338188
6800,The Cat in the Hat,380.0,4.9,"['Comedy', 'Fantasy', 'Family']",13.706053,tt0312528
6801,Gothika,643.0,5.8,"['Horror', 'Thriller']",10.939066,tt0348836
6802,21 Grams,943.0,7.2,"['Drama', 'Crime', 'Thriller']",6.372278,tt0315733
6803,The Barbarian Invasions,80.0,6.7,"['Comedy', 'Crime', 'Drama']",4.125182,tt0338135
6805,Bad Santa,666.0,6.4,"['Drama', 'Comedy', 'Crime']",10.930143,tt0307987
6806,The Haunted Mansion,481.0,5.1,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']",11.605735000000001,tt0338094
6807,Timeline,324.0,5.4,"['Action', 'Adventure', 'Science Fiction']",6.982761999999999,tt0300556
6809,Damage,76.0,6.7,"['Drama', 'Romance']",6.384589,tt0104237
6814,Darkman,304.0,6.2,"['Action', 'Science Fiction', 'Crime']",8.899417999999999,tt0099365
6819,Europa,71.0,7.3,"['Thriller', 'Drama']",3.1623799999999997,tt0101829
6821,Final Analysis,61.0,5.4,"['Drama', 'Thriller', 'Romance']",4.437069999999999,tt0104265
6822,The Freshman,69.0,6.4,"['Comedy', 'Crime']",4.470254,tt0099615
6823,Funny Games,385.0,7.3,"['Drama', 'Horror', 'Thriller']",9.314129,tt0119167
6824,Tales from the Crypt,52.0,7.2,['Horror'],4.407775,tt0069341
6825,New Jack City,134.0,6.3,"['Thriller', 'Crime', 'Drama']",12.979446000000001,tt0102526
6826,Slacker,79.0,6.4,['Comedy'],4.5201459999999996,tt0102943
6827,WarGames,517.0,7.0,"['Thriller', 'Science Fiction']",8.321647,tt0086567
6829,Ordet,66.0,7.8,['Drama'],3.132172,tt0048452
6830,Forbidden Games,68.0,7.8,"['Drama', 'History']",3.936747,tt0043686
6833,The Passion of Joan of Arc,159.0,8.2,"['Drama', 'History']",8.903953,tt0019254
6835,The Cabinet of Dr. Caligari,279.0,7.7,"['Drama', 'Horror', 'Thriller', 'Crime']",7.191271,tt0010323
6837,Gorky Park,62.0,6.4,"['Thriller', 'Crime', 'Drama']",4.598954,tt0085615
6838,The First Great Train Robbery,74.0,6.6,"['Thriller', 'Adventure', 'Drama', 'Crime']",5.393807,tt0079240
6839,"Greystoke: The Legend of Tarzan, Lord of the Apes",111.0,6.0,"['Adventure', 'Drama', 'Action', 'Romance']",4.627865,tt0087365
6840,Guarding Tess,86.0,5.9,"['Comedy', 'Drama', 'Thriller']",8.847461000000001,tt0109951
6841,Hannah and Her Sisters,224.0,7.6,"['Comedy', 'Drama']",9.57874,tt0091167
6842,The Hard Way,116.0,6.1,"['Action', 'Comedy', 'Crime']",7.122938,tt0102004
6843,Hercules in New York,63.0,3.7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",3.97439,tt0065832
6844,Highlander II: The Quickening,213.0,4.5,"['Action', 'Fantasy', 'Science Fiction']",8.032638,tt0102034
6845,Hoffa,84.0,6.1,"['Crime', 'History']",5.027522,tt0104427
6847,Housesitter,111.0,5.6,"['Comedy', 'Romance']",4.569249,tt0104452
6848,Hudson Hawk,275.0,5.4,"['Action', 'Adventure', 'Comedy']",9.782014,tt0102070
6849,Invasion of the Body Snatchers,231.0,7.1,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",5.219641,tt0077745
6852,Kindergarten Cop,643.0,5.8,['Comedy'],3.67003,tt0099938
6853,King Ralph,88.0,5.3,"['Comedy', 'Family']",5.169223000000001,tt0102216
6855,The Last Boy Scout,502.0,6.5,"['Action', 'Thriller']",10.550259,tt0102266
6856,Last Tango in Paris,240.0,7.1,"['Drama', 'Romance']",12.74564,tt0070849
6857,Lorenzo's Oil,108.0,6.6,['Drama'],9.968395,tt0104756
6858,The Lover,100.0,6.5,"['Drama', 'Romance']",7.281965,tt0101316
6860,Mr. Destiny,60.0,6.1,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",4.414928,tt0100201
6861,The Night of the Hunter,335.0,7.9,"['Thriller', 'Crime']",7.8923369999999995,tt0048424
6862,Nowhere to Run,120.0,5.5,"['Action', 'Adventure', 'Drama', 'Thriller']",9.812648,tt0107711
6864,Over the Top,331.0,5.7,"['Action', 'Drama']",8.431956,tt0093692
6865,Passenger 57,264.0,5.6,"['Action', 'Adventure', 'Thriller']",18.451321,tt0105104
6866,Presumed Innocent,155.0,6.6,"['Drama', 'Thriller', 'Crime', 'Mystery']",7.025657000000001,tt0100404
6867,Project X,77.0,6.2,['Drama'],10.000775,tt0093793
6870,Battle Royale,992.0,7.3,"['Drama', 'Thriller', 'Adventure']",12.701098,tt0266308
6872,"Salò, or the 120 Days of Sodom",332.0,6.4,"['History', 'War', 'Drama', 'Horror']",7.7054789999999995,tt0073650
6874,Summer School,68.0,6.3,['Comedy'],4.912294999999999,tt0094072
6875,Silverado,147.0,7.1,"['Action', 'Crime', 'Drama', 'Western']",8.748084,tt0090022
6876,Quick Change,75.0,6.3,"['Comedy', 'Crime']",4.122959,tt0100449
6877,Rabid,90.0,6.4,['Horror'],11.284125999999999,tt0076590
6878,Radio Flyer,54.0,6.6,['Drama'],5.618237000000001,tt0105211
6880,Revenge,89.0,6.0,"['Thriller', 'Drama', 'Romance', 'Crime']",7.4294910000000005,tt0100485
6881,The Secret of My Success,151.0,6.2,['Comedy'],5.409557,tt0093936
6882,Show Me Love,134.0,7.1,"['Comedy', 'Romance', 'Drama']",10.58342,tt0150662
6883,Streets of Fire,105.0,6.6,"['Action', 'Thriller', 'Music']",6.958758,tt0088194
6884,Teen Wolf,292.0,6.0,"['Comedy', 'Fantasy', 'Romance']",10.940057000000001,tt0090142
6885,High Heels,66.0,7.2,"['Comedy', 'Drama', 'Romance']",4.563892,tt0103030
6887,Thunderheart,68.0,6.0,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",3.212558,tt0105585
6888,To Live and Die in L.A.,129.0,6.8,"['Action', 'Crime', 'Thriller']",6.186999,tt0090180
6889,Trapped in Paradise,58.0,5.8,"['Action', 'Comedy']",4.720594999999999,tt0111477
6890,Betty Blue,88.0,7.5,"['Drama', 'Romance']",6.493744,tt0090563
6891,Vivre Sa Vie,105.0,7.6,['Drama'],11.30591,tt0056663
6892,Wild at Heart,341.0,7.0,"['Comedy', 'Crime', 'Thriller']",8.528622,tt0100935
6893,The Witches,224.0,6.7,"['Adventure', 'Fantasy', 'Horror']",8.208991000000001,tt0100944
6894,The Witches of Eastwick,334.0,6.2,"['Fantasy', 'Horror', 'Comedy']",13.031671000000001,tt0094332
6895,Year of the Dragon,70.0,6.5,"['Action', 'Crime', 'Drama', 'Thriller']",7.505786,tt0090350
6896,Nothing to Lose,174.0,6.3,"['Action', 'Adventure', 'Comedy']",6.287242,tt0119807
6904,The Public Enemy,77.0,7.3,"['Drama', 'Action', 'Crime']",4.841185,tt0022286
6908,Jesus Christ Superstar,146.0,7.1,"['Drama', 'History', 'Music']",4.980716,tt0070239
6910,Birdman of Alcatraz,71.0,7.0,['Drama'],4.471515,tt0055798
6911,Aguirre: The Wrath of God,210.0,7.5,"['Adventure', 'Drama', 'History']",10.996825999999999,tt0068182
6912,Beauty and the Beast,133.0,7.8,"['Drama', 'Fantasy', 'Romance']",4.798852,tt0038348
6913,The Birth of a Nation,109.0,6.4,"['Drama', 'History', 'War']",5.113205000000001,tt0004972
6916,Last Year at Marienbad,103.0,7.6,"['Drama', 'Romance']",8.334883,tt0054632
6917,The Tragedy of Macbeth,70.0,7.0,"['War', 'Drama', 'History']",4.5224400000000005,tt0067372
6918,Red River,85.0,7.3,['Western'],6.09018,tt0040724
6919,A Woman Under the Influence,87.0,7.8,"['Romance', 'Drama']",8.824282,tt0072417
6920,Stagecoach,216.0,7.6,"['Adventure', 'Western']",7.9704619999999995,tt0031971
6921,A Shot in the Dark,115.0,7.2,"['Comedy', 'Crime']",6.8728880000000006,tt0058586
6924,Bullitt,273.0,7.0,"['Action', 'Crime', 'Drama', 'Thriller']",7.01973,tt0062765
6932,"Play It Again, Sam",111.0,7.4,"['Comedy', 'Drama', 'Romance']",5.526401,tt0069097
6935,A Passage to India,69.0,6.8,"['Drama', 'Adventure', 'History']",11.842837,tt0087892
6937,Amarcord,171.0,7.8,"['Comedy', 'Drama']",5.8711660000000006,tt0071129
6938,Hero,647.0,7.3,"['Drama', 'Adventure', 'Action', 'History']",9.861765,tt0299977
6941,The Front Page,69.0,6.9,"['Romance', 'Drama', 'Comedy']",5.7895650000000005,tt0071524
6947,Nausicaä of the Valley of the Wind,808.0,7.7,"['Adventure', 'Animation', 'Fantasy']",11.267366,tt0087544
6949,Doc Hollywood,154.0,5.9,"['Comedy', 'Romance']",10.068517,tt0101745
6950,Dragnet,139.0,5.7,"['Action', 'Comedy', 'Crime']",7.907938000000001,tt0092925
6952,1941,145.0,5.6,"['Action', 'Comedy']",7.812378999999999,tt0078723
6955,Foul Play,68.0,6.3,"['Comedy', 'Mystery', 'Thriller']",4.789542,tt0077578
6963,Deep Red,237.0,7.6,"['Horror', 'Mystery', 'Thriller']",8.543908,tt0073582
6964,Diabolique,198.0,7.9,"['Drama', 'Horror', 'Thriller']",6.028408,tt0046911
6965,Leprechaun,120.0,5.1,"['Comedy', 'Horror', 'Thriller']",9.096254,tt0107387
6969,Adam's Rib,71.0,7.2,"['Comedy', 'Drama', 'Romance']",3.6512330000000004,tt0041090
6971,Naked Lunch,207.0,7.0,"['Crime', 'Drama']",7.9192990000000005,tt0102511
6980,A Night at the Opera,109.0,7.6,['Comedy'],9.587994,tt0026778
6983,Shoot the Piano Player,69.0,7.2,"['Drama', 'Thriller', 'Crime']",8.277811,tt0054389
6984,Stolen Kisses,59.0,7.4,"['Comedy', 'Drama', 'Romance']",6.564464999999999,tt0062695
6985,The Cooler,90.0,6.7,"['Drama', 'Romance']",10.694443,tt0318374
6987,In America,97.0,6.9,"['Drama', 'Romance']",5.067308000000001,tt0298845
6990,Honey,313.0,6.0,"['Romance', 'Music', 'Family']",11.863954,tt0322589
6991,The Last Samurai,1946.0,7.3,"['Drama', 'Action', 'War', 'History']",19.582325,tt0325710
6994,Big Fish,2064.0,7.6,"['Adventure', 'Fantasy', 'Drama']",14.739982999999999,tt0319061
6996,Something's Gotta Give,422.0,6.3,"['Drama', 'Comedy', 'Romance']",8.524847,tt0337741
6997,Stuck on You,194.0,5.1,['Comedy'],6.96675,tt0338466
6998,Girl with a Pearl Earring,384.0,6.4,"['Drama', 'Romance']",7.008512,tt0335119
7000,The Lord of the Rings: The Return of the King,8226.0,8.1,"['Adventure', 'Fantasy', 'Action']",29.324358,tt0167260
7001,Mona Lisa Smile,406.0,6.5,"['Drama', 'Romance']",10.527191,tt0304415
7002,Calendar Girls,94.0,6.6,['Comedy'],5.109575,tt0337909
7003,The Fog of War,69.0,7.6,"['War', 'Documentary', 'History']",4.109188,tt0317910
7005,House of Sand and Fog,202.0,7.0,['Drama'],9.245144999999999,tt0315983
7007,Monster,500.0,7.0,"['Crime', 'Drama']",7.189024000000001,tt0340855
7008,Cheaper by the Dozen,725.0,6.0,['Comedy'],7.3642970000000005,tt0349205
7009,Cold Mountain,545.0,6.7,['Drama'],9.645543,tt0159365
7010,Paycheck,594.0,5.9,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",12.571789,tt0338337
7011,Peter Pan,671.0,6.9,"['Adventure', 'Fantasy', 'Family']",8.98628,tt0316396
7016,Chasing Liberty,154.0,6.1,"['Comedy', 'Romance']",5.950792,tt0360139
7020,Along Came Polly,795.0,5.8,"['Comedy', 'Romance']",15.725542,tt0343135
7022,Torque,121.0,4.7,['Action'],5.5749830000000005,tt0329691
7025,The Great Gatsby,144.0,6.2,"['Drama', 'Romance']",5.702637999999999,tt0071577
7026,Wuthering Heights,61.0,6.8,"['Drama', 'Romance']",5.215985,tt0104181
7040,The Adventures of Ford Fairlane,72.0,6.2,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",3.834949,tt0098987
7049,Beyond Re-Animator,56.0,5.6,"['Comedy', 'Horror', 'Science Fiction']",3.826178,tt0222812
7053,Mon oncle,98.0,7.3,['Comedy'],11.06066,tt0050706
7056,Monsieur  Hulot's Holiday,76.0,7.3,"['Comedy', 'Family']",4.328916,tt0046487
7057,My Darling Clementine,82.0,7.5,"['Drama', 'Western']",8.869419,tt0038762
7062,To Have and Have Not,112.0,7.6,"['War', 'Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",10.003167,tt0037382
7063,High Sierra,66.0,7.0,"['Adventure', 'Drama', 'Thriller', 'Crime']",6.27696,tt0033717
7064,Dark Passage,81.0,7.2,"['Crime', 'Drama', 'Romance', 'Thriller']",6.287228,tt0039302
7065,The Ox-Bow Incident,71.0,7.9,"['Action', 'Drama', 'Western']",5.546182,tt0036244
7072,Pumping Iron,136.0,7.0,['Documentary'],5.866383,tt0076578
7073,No Good Deed,56.0,5.2,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",4.165629,tt0292610
7075,Cool World,135.0,4.9,"['Animation', 'Comedy', 'Fantasy']",11.781895,tt0104009
7081,La Strada,196.0,7.5,['Drama'],5.948021,tt0047528
7082,Ichi the Killer,228.0,7.0,"['Action', 'Comedy', 'Crime']",8.992796,tt0296042
7083,A Boy and His Dog,90.0,6.5,"['Drama', 'Science Fiction', 'Comedy']",8.386787,tt0072730
7090,Intolerance: Love's Struggle Throughout the Ages,63.0,7.4,['Drama'],4.282118,tt0006864
7094,Chitty Chitty Bang Bang,193.0,6.8,"['Music', 'Adventure', 'Fantasy', 'Comedy', 'Family']",13.852147,tt0062803
7101,The Butterfly Effect,2119.0,7.3,"['Science Fiction', 'Thriller']",12.994939,tt0289879
7102,Win a Date with Tad Hamilton!,163.0,5.5,"['Comedy', 'Romance']",5.924226,tt0335559
7103,Touching the Void,139.0,7.6,"['Documentary', 'Action', 'Adventure']",7.594022,tt0379557
7104,The Big Bounce,77.0,5.0,"['Comedy', 'Crime']",6.496271,tt0315824
7105,The Perfect Score,136.0,5.6,"['Comedy', 'Crime']",6.2425,tt0314498
7106,You Got Served,75.0,4.8,['Drama'],3.7072160000000003,tt0365957
7107,Latter Days,57.0,6.8,"['Drama', 'Comedy', 'Romance']",3.334942,tt0345551
7108,Barbershop 2:  Back in Business,77.0,5.7,"['Comedy', 'Drama']",8.353739,tt0337579
7109,Catch That Kid,78.0,5.0,"['Family', 'Action', 'Adventure']",5.226389,tt0337917
7110,Miracle,162.0,7.0,"['Drama', 'History']",8.248999000000001,tt0349825
7112,The Dreamers,680.0,7.2,"['Drama', 'Romance']",6.685981,tt0309987
7132,Thirteen,355.0,6.6,"['Crime', 'Drama']",14.379879,tt0328538
7140,50 First Dates,2161.0,6.6,"['Comedy', 'Romance']",11.134888,tt0343660
7141,Welcome to Mooseport,54.0,4.8,['Comedy'],3.832792,tt0361925
7147,Vanishing Point,110.0,7.1,"['Action', 'Thriller', 'Drama']",5.184012999999999,tt0067927
7150,The Diary of Anne Frank,79.0,7.3,"['Drama', 'History']",5.733434,tt0052738
7154,Flesh + Blood,87.0,6.3,"['Adventure', 'Drama']",13.006729,tt0089153
7155,King Solomon's Mines,101.0,5.0,"['Action', 'Adventure', 'Comedy']",6.138795,tt0089421
7157,Raw Deal,159.0,5.5,"['Action', 'Crime', 'Thriller']",9.292099,tt0091828
7163,Confessions of a Teenage Drama Queen,228.0,5.1,['Comedy'],7.423275,tt0361467
7164,EuroTrip,673.0,6.5,['Comedy'],6.275468,tt0356150
7165,The Passion of the Christ,888.0,6.9,['Drama'],13.194168,tt0335345
7166,Club Dread,107.0,5.1,"['Comedy', 'Horror']",6.57613,tt0331953
7167,Dirty Dancing: Havana Nights,154.0,6.0,"['Drama', 'Romance']",4.475359,tt0338096
7168,Twisted,127.0,5.3,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",5.376246,tt0315297
7170,"Good bye, Lenin!",602.0,7.4,"['Comedy', 'Drama', 'Romance']",10.605595,tt0301357
7171,Hidalgo,321.0,6.5,"['Western', 'Adventure']",8.140709,tt0317648
7172,Starsky & Hutch,661.0,5.6,"['Comedy', 'Crime']",10.776138000000001,tt0335438
7174,Persona,353.0,8.0,['Drama'],8.862627999999999,tt0060827
7182,Pickup on South Street,57.0,7.2,"['Drama', 'Thriller']",6.366499,tt0046187
7187,Just One of the Guys,64.0,6.4,"['Comedy', 'Romance']",3.922068,tt0089393
7192,Agent Cody Banks 2: Destination London,145.0,5.2,['Comedy'],12.59201,tt0358349
7193,The Girl Next Door,844.0,6.3,['Comedy'],13.083718,tt0265208
7194,Secret Window,1007.0,6.4,"['Thriller', 'Mystery']",9.524283,tt0363988
7195,Spartan,104.0,6.3,"['Mystery', 'Action', 'Drama', 'Thriller', 'Crime']",7.3645190000000005,tt0360009
7201,Mad Dog and Glory,78.0,5.5,"['Comedy', 'Crime', 'Romance', 'Drama']",4.769347,tt0107473
7207,Dawn of the Dead,1039.0,6.8,"['Fantasy', 'Horror', 'Action']",13.157873,tt0363547
7208,Eternal Sunshine of the Spotless Mind,3758.0,7.9,"['Science Fiction', 'Drama', 'Romance']",12.906327000000001,tt0338013
7209,Taking Lives,356.0,6.0,"['Action', 'Crime', 'Mystery', 'Thriller']",7.85646,tt0364045
7211,Intermission,51.0,6.4,"['Romance', 'Action', 'Comedy', 'Crime', 'Mystery', 'Drama']",3.715985,tt0332658
7213,Jersey Girl,333.0,5.8,"['Comedy', 'Romance']",5.706507,tt0300051
7214,The Ladykillers,421.0,6.0,"['Comedy', 'Crime', 'Thriller']",13.106691,tt0335245
7216,Scooby-Doo 2: Monsters Unleashed,519.0,5.4,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']",7.65458,tt0331632
7218,Dogville,619.0,7.6,"['Crime', 'Drama', 'Thriller']",9.808595,tt0276919
7219,Ned Kelly,114.0,6.1,"['Action', 'Adventure', 'Drama', 'History']",11.478361,tt0277941
7220,Hellboy,2278.0,6.5,"['Fantasy', 'Action', 'Science Fiction']",13.206854000000002,tt0167190
7221,Home on the Range,405.0,5.7,"['Animation', 'Family']",8.555544,tt0299172
7222,The Prince & Me,286.0,5.9,"['Comedy', 'Romance']",11.631511,tt0337697
7223,Walking Tall,387.0,6.0,"['Adventure', 'Drama', 'Action', 'Thriller']",10.577565,tt0351977
7224,The United States of Leland,91.0,6.5,"['Crime', 'Drama']",10.087404,tt0301976
7226,The Alamo,108.0,5.8,"['Western', 'History', 'War']",12.240901,tt0318974
7227,Ella Enchanted,454.0,5.9,"['Family', 'Fantasy', 'Comedy']",11.316988,tt0327679
7228,The Whole Ten Yards,282.0,5.5,"['Comedy', 'Thriller', 'Crime']",7.156060000000001,tt0327247
7229,I'm Not Scared,235.0,7.1,"['Mystery', 'Drama', 'Thriller', 'Crime']",4.422618,tt0326977
7230,Shade,74.0,6.1,"['Action', 'Thriller', 'Crime']",5.864457,tt0323939
7233,The Ten Commandments,358.0,7.5,"['Drama', 'History']",11.147039999999999,tt0049833
7234,Dawn of the Dead,597.0,7.4,['Horror'],19.24201,tt0077402
7266,After Hours,251.0,7.4,"['Comedy', 'Thriller', 'Drama']",6.5831610000000005,tt0088680
7271,Kill Bill: Vol. 2,4061.0,7.7,"['Action', 'Crime', 'Thriller']",21.533072,tt0378194
7272,The Punisher,786.0,6.1,"['Action', 'Crime', 'Drama']",18.250919,tt0330793
7277,13 Going on 30,1260.0,6.3,"['Comedy', 'Fantasy', 'Romance']",12.632595,tt0337563
7278,Man on Fire,1583.0,7.3,"['Action', 'Drama', 'Thriller', 'Crime']",9.635691,tt0328107
7281,Envy,144.0,4.8,['Comedy'],13.094205,tt0326856
7282,Godsend,114.0,4.7,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",11.271148,tt0335121
